Title,Image,Discription,Phone,Area,Construction,Room,Warehouse,Parking,Elevator,Address,Price
اپارتمان  سه خوابه واقع در بعثت,"<div class=""kt-col-6 kt-offset-1""><div class=""post-page__section--padded""><div class=""post-note""><div class=""post-note__container""><div class=""kt-textarea""><textarea class=""kt-textarea__field"" placeholder=""یادداشت شما..."" name=""text""></textarea><div class=""kt-textarea__resize-box""><div class=""kt-textarea__resize-indicator""></div></div></div></div><p class=""post-note__hint"">یادداشت تنها برای شما قابل دیدن است و پس از حذف آگهی، پاک خواهد شد.</p></div></div><div class=""post-page__section--padded""><a class="""" href=""https://support.divar.ir/b/support-users/fa/kb/articles/article-46"" target=""_blank"" rel=""noopener noreferrer""><div class=""kt-selector-row kt-selector-row--small""><div class=""kt-base-row kt-base-row--small kt-base-row--has-icon""><div class=""kt-base-row__start""><i class=""kt-icon kt-icon-help-outline kt-base-row__icon"" style=""color:rgba(0,0,0,.56)""></i><p class=""kt-selector-row__title"">راهنمای خرید امن</p></div><div class=""kt-base-row__end""></div></div><hr class=""kt-divider""></div></a><a class="""" href=""/v/post/AZMQj3nQ/report""><div class=""kt-selector-row kt-selector-row--small""><div class=""kt-base-row kt-base-row--small kt-base-row--has-icon""><div class=""kt-base-row__start""><i class=""kt-icon kt-icon-report kt-base-row__icon"" style=""color:rgba(0,0,0,.56)""></i><p class=""kt-selector-row__title"">ثبت تخلف و مشکل آگهی</p></div><div class=""kt-base-row__end""></div></div><hr class=""kt-divider""></div></a></div></div>",چهار تا واحد ۲۷۰ متری واقع در خیابان بعثت،  هر سه خواب مستر دار تحویل برج چهار ، مجهز به سیستم هوشمند ،کلیدها تماما تاچ و هر واحد با یه لب تاپ مرکزی اداره میشود،،پنجره های سالن و اتاقها از کف و از جنس المینیوم ،،تراس رو به باغ با عرض دو متر در طول ده متر ...بدون واسطه همکاران محترم,,270,1401,3,True,True,True,۱ روز پیش در شیراز، فرهنگ شهر,۱۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان
۱21متر/جنوبی/مهندسین,"<div class=""kt-col-6 kt-offset-1""><div class=""post-page__section--padded""><div><div class=""kt-carousel""><div class=""kt-carousel__slider-wrapper""><div class=""kt-carousel__track""><ul class=""kt-carousel__slides"" style=""transform:translateX(0px)""><li class=""kt-carousel__slide"" role=""presentation""><div class=""kt-carousel__slide-wrapper""><div class=""kt-carousel__slide-container""><button type=""button"" class=""kt-carousel__slide-button kt-carousel__button kt-carousel__slide-image""><picture class=""kt-image-block"" style=""padding-bottom:75%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521859/AZDggNx-.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521859/AZDggNx-.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""۱21متر/جنوبی/مهندسین|آپارتمان|شیراز, قدوسی غربی|دیوار""></picture></button><div class=""kt-carousel__slide-loading-overlay""></div></div></div><span class=""kt-progress-circular kt-carousel__slide-indicator kt-carousel__slide-indicator--hidden kt-progress-circular--white kt-progress-circular--animated kt-progress-circular--lg""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></li></ul></div><div><button type=""button"" class=""kt-carousel__control kt-carousel__button kt-carousel__control--prev kt-carousel__control--hidden""><i class=""kt-icon kt-icon-keyboard-arrow-right kt-icon--lg kt-carousel__control-icon""></i></button><button type=""button"" class=""kt-carousel__control kt-carousel__button kt-carousel__control--hidden""><i class=""kt-icon kt-icon-keyboard-arrow-left kt-icon--lg kt-carousel__control-icon""></i></button></div></div></div></div></div><div class=""post-page__section--padded""><div class=""post-note""><div class=""post-note__container""><div class=""kt-textarea""><textarea class=""kt-textarea__field"" placeholder=""یادداشت شما..."" name=""text""></textarea><div class=""kt-textarea__resize-box""><div class=""kt-textarea__resize-indicator""></div></div></div></div><p class=""post-note__hint"">یادداشت تنها برای شما قابل دیدن است و پس از حذف آگهی، پاک خواهد شد.</p></div></div><div class=""post-page__section--padded""><a class="""" href=""https://support.divar.ir/b/support-users/fa/kb/articles/article-46"" target=""_blank"" rel=""noopener noreferrer""><div class=""kt-selector-row kt-selector-row--small""><div class=""kt-base-row kt-base-row--small kt-base-row--has-icon""><div class=""kt-base-row__start""><i class=""kt-icon kt-icon-help-outline kt-base-row__icon"" style=""color:rgba(0,0,0,.56)""></i><p class=""kt-selector-row__title"">راهنمای خرید امن</p></div><div class=""kt-base-row__end""></div></div><hr class=""kt-divider""></div></a><a class="""" href=""/v/post/AZDggNx-/report""><div class=""kt-selector-row kt-selector-row--small""><div class=""kt-base-row kt-base-row--small kt-base-row--has-icon""><div class=""kt-base-row__start""><i class=""kt-icon kt-icon-report kt-base-row__icon"" style=""color:rgba(0,0,0,.56)""></i><p class=""kt-selector-row__title"">ثبت تخلف و مشکل آگهی</p></div><div class=""kt-base-row__end""></div></div><hr class=""kt-divider""></div></a></div></div>","مشاورین املاک مشاهیر 
_____________________________
✔️نگهبانی ۲۴ ساعته 
✔️سالن بزرگ 
✔️ویو عالی 
______________________________
جهت اطلاعات بیشتر با مشاور خود«افضلی»تماس بگیرید.",,121,1388,2,True,True,True,۱ روز پیش در شیراز، قدوسی غربی,۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان
آپارتمان 125متر  2 خوابه تکمیل(صدرا),"<div class=""kt-col-6 kt-offset-1""><div class=""post-page__section--padded""><div><div class=""kt-carousel""><div class=""kt-carousel__slider-wrapper""><div class=""kt-carousel__track""><ul class=""kt-carousel__slides"" style=""transform:translateX(0px)""><li class=""kt-carousel__slide"" role=""presentation""><div class=""kt-carousel__slide-wrapper""><div class=""kt-carousel__slide-container""><button type=""button"" class=""kt-carousel__slide-button kt-carousel__button kt-carousel__slide-image""><picture class=""kt-image-block"" style=""padding-bottom:75%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></button><div class=""kt-carousel__slide-loading-overlay""></div></div></div><span class=""kt-progress-circular kt-carousel__slide-indicator kt-carousel__slide-indicator--hidden kt-progress-circular--white kt-progress-circular--animated kt-progress-circular--lg""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></li><li class=""kt-carousel__slide"" role=""presentation""><div class=""kt-carousel__slide-wrapper""><div class=""kt-carousel__slide-container""><button type=""button"" class=""kt-carousel__slide-button kt-carousel__button kt-carousel__slide-image""><picture class=""kt-image-block"" style=""padding-bottom:75%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.1.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.1.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></button><div class=""kt-carousel__slide-loading-overlay""></div></div></div><span class=""kt-progress-circular kt-carousel__slide-indicator kt-carousel__slide-indicator--hidden kt-progress-circular--white kt-progress-circular--animated kt-progress-circular--lg""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></li><li class=""kt-carousel__slide"" role=""presentation""><div class=""kt-carousel__slide-wrapper""><div class=""kt-carousel__slide-container""><button type=""button"" class=""kt-carousel__slide-button kt-carousel__button kt-carousel__slide-image""><picture class=""kt-image-block"" style=""padding-bottom:75%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.2.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.2.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></button><div class=""kt-carousel__slide-loading-overlay""></div></div></div><span class=""kt-progress-circular kt-carousel__slide-indicator kt-carousel__slide-indicator--hidden kt-progress-circular--white kt-progress-circular--animated kt-progress-circular--lg""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></li><li class=""kt-carousel__slide"" role=""presentation""><div class=""kt-carousel__slide-wrapper""><div class=""kt-carousel__slide-container""><button type=""button"" class=""kt-carousel__slide-button kt-carousel__button kt-carousel__slide-image""><picture class=""kt-image-block"" style=""padding-bottom:75%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.3.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.3.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></button><div class=""kt-carousel__slide-loading-overlay""></div></div></div><span class=""kt-progress-circular kt-carousel__slide-indicator kt-carousel__slide-indicator--hidden kt-progress-circular--white kt-progress-circular--animated kt-progress-circular--lg""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></li><li class=""kt-carousel__slide"" role=""presentation""><div class=""kt-carousel__slide-wrapper""><div class=""kt-carousel__slide-container""><button type=""button"" class=""kt-carousel__slide-button kt-carousel__button kt-carousel__slide-image""><picture class=""kt-image-block"" style=""padding-bottom:75%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.4.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.4.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></button><div class=""kt-carousel__slide-loading-overlay""></div></div></div><span class=""kt-progress-circular kt-carousel__slide-indicator kt-carousel__slide-indicator--hidden kt-progress-circular--white kt-progress-circular--animated kt-progress-circular--lg""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></li><li class=""kt-carousel__slide"" role=""presentation""><div class=""kt-carousel__slide-wrapper""><div class=""kt-carousel__slide-container""><button type=""button"" class=""kt-carousel__slide-button kt-carousel__button kt-carousel__slide-image""><picture class=""kt-image-block"" style=""padding-bottom:75%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.5.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.5.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></button><div class=""kt-carousel__slide-loading-overlay""></div></div></div><span class=""kt-progress-circular kt-carousel__slide-indicator kt-carousel__slide-indicator--hidden kt-progress-circular--white kt-progress-circular--animated kt-progress-circular--lg""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></li><li class=""kt-carousel__slide"" role=""presentation""><div class=""kt-carousel__slide-wrapper""><div class=""kt-carousel__slide-container""><button type=""button"" class=""kt-carousel__slide-button kt-carousel__button kt-carousel__slide-image""><picture class=""kt-image-block"" style=""padding-bottom:75%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.6.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.6.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></button><div class=""kt-carousel__slide-loading-overlay""></div></div></div><span class=""kt-progress-circular kt-carousel__slide-indicator kt-carousel__slide-indicator--hidden kt-progress-circular--white kt-progress-circular--animated kt-progress-circular--lg""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></li><li class=""kt-carousel__slide"" role=""presentation""><div class=""kt-carousel__slide-wrapper""><div class=""kt-carousel__slide-container""><button type=""button"" class=""kt-carousel__slide-button kt-carousel__button kt-carousel__slide-image""><picture class=""kt-image-block"" style=""padding-bottom:75%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.7.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.7.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></button><div class=""kt-carousel__slide-loading-overlay""></div></div></div><span class=""kt-progress-circular kt-carousel__slide-indicator kt-carousel__slide-indicator--hidden kt-progress-circular--white kt-progress-circular--animated kt-progress-circular--lg""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></li></ul></div><div class=""kt-carousel__bullets""><div class=""kt-carousel__bullets-scroller"" style=""transform:translateX(-8px)""><button type=""button"" class=""kt-carousel__bullet kt-carousel__button kt-carousel__bullet--active""></button><button type=""button"" class=""kt-carousel__bullet kt-carousel__button""></button><button type=""button"" class=""kt-carousel__bullet kt-carousel__button""></button><button type=""button"" class=""kt-carousel__bullet kt-carousel__button""></button><button type=""button"" class=""kt-carousel__bullet kt-carousel__button""></button><button type=""button"" class=""kt-carousel__bullet kt-carousel__button""></button><button type=""button"" class=""kt-carousel__bullet kt-carousel__button kt-carousel__bullet--minimized""></button><button type=""button"" class=""kt-carousel__bullet kt-carousel__button kt-carousel__bullet--hidden""></button></div></div><div><button type=""button"" class=""kt-carousel__control kt-carousel__button kt-carousel__control--prev kt-carousel__control--hidden""><i class=""kt-icon kt-icon-keyboard-arrow-right kt-icon--lg kt-carousel__control-icon""></i></button><button type=""button"" class=""kt-carousel__control kt-carousel__button""><i class=""kt-icon kt-icon-keyboard-arrow-left kt-icon--lg kt-carousel__control-icon""></i></button></div></div><div class=""kt-carousel__thumbnails""><ul class=""kt-carousel__thumbnail-scroller""><li class=""kt-carousel__thumbnail-wrapper"" style=""width:16.666666666666668%""><div class=""kt-carousel__thumbnail""><button class=""kt-carousel__thumbnail-button kt-carousel__button kt-carousel__thumbnail-button--active"" type=""button""></button><picture class=""kt-image-block"" style=""padding-bottom:100%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></div></li><li class=""kt-carousel__thumbnail-wrapper"" style=""width:16.666666666666668%""><div class=""kt-carousel__thumbnail""><button class=""kt-carousel__thumbnail-button kt-carousel__button"" type=""button""></button><picture class=""kt-image-block"" style=""padding-bottom:100%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.1.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.1.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></div></li><li class=""kt-carousel__thumbnail-wrapper"" style=""width:16.666666666666668%""><div class=""kt-carousel__thumbnail""><button class=""kt-carousel__thumbnail-button kt-carousel__button"" type=""button""></button><picture class=""kt-image-block"" style=""padding-bottom:100%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.2.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.2.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></div></li><li class=""kt-carousel__thumbnail-wrapper"" style=""width:16.666666666666668%""><div class=""kt-carousel__thumbnail""><button class=""kt-carousel__thumbnail-button kt-carousel__button"" type=""button""></button><picture class=""kt-image-block"" style=""padding-bottom:100%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.3.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.3.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></div></li><li class=""kt-carousel__thumbnail-wrapper"" style=""width:16.666666666666668%""><div class=""kt-carousel__thumbnail""><button class=""kt-carousel__thumbnail-button kt-carousel__button"" type=""button""></button><picture class=""kt-image-block"" style=""padding-bottom:100%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.4.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.4.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></div></li><li class=""kt-carousel__thumbnail-wrapper"" style=""width:16.666666666666668%""><div class=""kt-carousel__thumbnail""><button class=""kt-carousel__thumbnail-button kt-carousel__button kt-carousel__thumbnail-button--preview-opener"" type=""button""><span class=""kt-carousel__preview-count"">۲</span><span>+</span></button><picture class=""kt-image-block"" style=""padding-bottom:100%""><source srcset=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.5.jpg?x-img=v1%2Fresize%2Cmin_200"" type=""image/jpeg""></source><img class=""kt-image-block__image"" src=""https://s101.divarcdn.com/static/pictures/1678521646/AZF4pqiF.5.webp?x-img=v1%2Fresize%2Cmin_200"" alt=""آپارتمان 125متر  2 خوابه تکمیل(صدرا)|آپارتمان|شیراز, شهر صدرا|دیوار""></picture></div></li></ul></div></div></div></div><div class=""post-page__section--padded""><div class=""post-note""><div class=""post-note__container""><div class=""kt-textarea""><textarea class=""kt-textarea__field"" placeholder=""یادداشت شما..."" name=""text""></textarea><div class=""kt-textarea__resize-box""><div class=""kt-textarea__resize-indicator""></div></div></div></div><p class=""post-note__hint"">یادداشت تنها برای شما قابل دیدن است و پس از حذف آگهی، پاک خواهد شد.</p></div></div><div class=""post-page__section--padded""><div class=""component-place-holder component-place-holder--partial progressible-content-e2c95"" style=""height:12.5rem""><span class=""kt-progress-circular progressible-content__progress-a7872 kt-progress-circular--animated kt-progress-circular--lg kt-progress-circular--center""><svg xmlns=""http://www.w3.org/2000/svg"" class=""kt-progress-circular__content"" viewbox=""0 0 16 16""><g class=""kt-progress-circular__rotate""><path class=""kt-progress-circular__static-particle"" d=""M8,16a8,8,0,1,1,8-8A8,8,0,0,1,8,16ZM8,2a6,6,0,1,0,6,6A6,6,0,0,0,8,2Z""></path><circle class=""kt-progress-circular__moving-particle"" cx=""8"" cy=""8"" r=""7""></circle></g></svg></span></div></div><div class=""post-page__section--padded""><a class="""" href=""https://support.divar.ir/b/support-users/fa/kb/articles/article-46"" target=""_blank"" rel=""noopener noreferrer""><div class=""kt-selector-row kt-selector-row--small""><div class=""kt-base-row kt-base-row--small kt-base-row--has-icon""><div class=""kt-base-row__start""><i class=""kt-icon kt-icon-help-outline kt-base-row__icon"" style=""color:rgba(0,0,0,.56)""></i><p class=""kt-selector-row__title"">راهنمای خرید امن</p></div><div class=""kt-base-row__end""></div></div><hr class=""kt-divider""></div></a><a class="""" href=""/v/post/AZF4pqiF/report""><div class=""kt-selector-row kt-selector-row--small""><div class=""kt-base-row kt-base-row--small kt-base-row--has-icon""><div class=""kt-base-row__start""><i class=""kt-icon kt-icon-report kt-base-row__icon"" style=""color:rgba(0,0,0,.56)""></i><p class=""kt-selector-row__title"">ثبت تخلف و مشکل آگهی</p></div><div class=""kt-base-row__end""></div></div><hr class=""kt-divider""></div></a></div></div>","فروش فوری


✔️صدرا-بلوار البرز
✔️2خواب بزرگ
✔️2تراس 
✔️پارکینگ مسقف
✔️انباری 
✔️نما سنگ
✔️دسترسی به تمام امکانات رفاهی
✔️کابینت mdf
✔️ هود
✔️کاغذ دیواری
✔️لوستر
✔️کف سرامیک
✔️کمد دیواری
✔️تخلیه 
✔️برای بازدید و هماهنگی لطفاً تماس بگیرید.",,125,1401,2,True,True,False,۱ روز پیش در شیراز، شهر صدرا,۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان
آپارتمان مسکن مهر لپویی,"<div class=""kt-col-6 kt-offset-1""><div class=""post-page__section--padded""><div class=""post-note""><div class=""post-note__container""><div class=""kt-textarea""><textarea class=""kt-textarea__field"" placeholder=""یادداشت شما..."" name=""text""></textarea><div class=""kt-textarea__resize-box""><div class=""kt-textarea__resize-indicator""></div></div></div></div><p class=""post-note__hint"">یادداشت تنها برای شما قابل دیدن است و پس از حذف آگهی، پاک خواهد شد.</p></div></div><div class=""post-page__section--padded""><a class="""" href=""https://support.divar.ir/b/support-users/fa/kb/articles/article-46"" target=""_blank"" rel=""noopener noreferrer""><div class=""kt-selector-row kt-selector-row--small""><div class=""kt-base-row kt-base-row--small kt-base-row--has-icon""><div class=""kt-base-row__start""><i class=""kt-icon kt-icon-help-outline kt-base-row__icon"" style=""color:rgba(0,0,0,.56)""></i><p class=""kt-selector-row__title"">راهنمای خرید امن</p></div><div class=""kt-base-row__end""></div></div><hr class=""kt-divider""></div></a><a class="""" href=""/v/post/AZFIYVWI/report""><div class=""kt-selector-row kt-selector-row--small""><div class=""kt-base-row kt-base-row--small kt-base-row--has-icon""><div class=""kt-base-row__start""><i class=""kt-icon kt-icon-report kt-base-row__icon"" style=""color:rgba(0,0,0,.56)""></i><p class=""kt-selector-row__title"">ثبت تخلف و مشکل آگهی</p></div><div class=""kt-base-row__end""></div></div><hr class=""kt-divider""></div></a></div></div>","⬅️ما فروشنده نیستیم مشاور املاک هستیم
املاک عمارت
⬅️سرمایه گذاری مطمئن با املاک عمارت
ارائه کد رهگیری معتبر برای تمام قراردادها
استعلام از سند ومدارک قبل از عقد قرارداد
استعلام از اقساط بانک
⬅️آدرس دفتر :
شهریار میدان استاد شهریار املاک عمارت",,87,1396,2,True,True,False,۱ روز پیش در شیراز، رکن‌آباد,۱٬۱۱۱٬۱۱۱٬۱۱۱ تومان
